Source,Target,Type,weight
97,421,undirected,1
97,427,undirected,1
97,435,undirected,1
97,437,undirected,1
97,444,undirected,1
97,446,undirected,1
97,455,undirected,1
97,458,undirected,1
97,459,undirected,1
97,463,undirected,1
97,464,undirected,1
97,472,undirected,1
97,473,undirected,1
97,476,undirected,1
97,478,undirected,1
97,479,undirected,1
97,482,undirected,1
97,494,undirected,1
97,504,undirected,1
97,505,undirected,1
97,508,undirected,1
98,512,undirected,1
98,109,undirected,1
98,270,undirected,1
98,173,undirected,1
98,145,undirected,1
98,402,undirected,1
98,259,undirected,1
98,404,undirected,1
98,277,undirected,1
98,536,undirected,1
98,539,undirected,1
98,158,undirected,1
98,161,undirected,1
98,163,undirected,1
98,548,undirected,1
98,165,undirected,1
98,423,undirected,1
98,427,undirected,1
98,301,undirected,1
98,174,undirected,1
98,180,undirected,1
98,181,undirected,1
98,566,undirected,1
98,183,undirected,1
98,315,undirected,1
98,188,undirected,1
98,192,undirected,1
98,353,undirected,1
98,311,undirected,1
98,589,undirected,1
98,333,undirected,1
98,208,undirected,1
98,337,undirected,1
98,595,undirected,1
98,473,undirected,1
98,335,undirected,1
98,350,undirected,1
98,107,undirected,1
98,609,undirected,1
98,482,undirected,1
98,123,undirected,1
98,228,undirected,1
98,486,undirected,1
98,529,undirected,1
98,558,undirected,1
98,363,undirected,1
98,492,undirected,1
98,530,undirected,1
98,240,undirected,1
98,531,undirected,1
98,245,undirected,1
98,502,undirected,1
98,411,undirected,1
98,379,undirected,1
98,507,undirected,1
99,384,undirected,1
99,513,undirected,1
99,258,undirected,1
99,264,undirected,1
99,267,undirected,1
99,396,undirected,1
99,276,undirected,1
99,533,undirected,1
99,407,undirected,1
99,412,undirected,1
99,413,undirected,1
99,542,undirected,1
99,415,undirected,1
99,290,undirected,1
99,168,undirected,1
99,169,undirected,1
99,175,undirected,1
99,435,undirected,1
99,478,undirected,1
99,185,undirected,1
99,315,undirected,1
99,420,undirected,1
99,319,undirected,1
99,202,undirected,1
99,205,undirected,1
99,338,undirected,1
99,341,undirected,1
99,164,undirected,1
99,335,undirected,1
99,540,undirected,1
99,351,undirected,1
99,227,undirected,1
99,124,undirected,1
99,366,undirected,1
99,552,undirected,1
99,501,undirected,1
99,504,undirected,1
99,575,undirected,1
99,508,undirected,1
99,510,undirected,1
99,383,undirected,1
100,256,undirected,1
100,267,undirected,1
100,533,undirected,1
100,407,undirected,1
100,218,undirected,1
100,537,undirected,1
100,157,undirected,1
100,291,undirected,1
100,420,undirected,1
100,421,undirected,1
100,295,undirected,1
100,558,undirected,1
100,285,undirected,1
100,189,undirected,1
100,209,undirected,1
100,472,undirected,1
100,473,undirected,1
100,251,undirected,1
100,366,undirected,1
100,114,undirected,1
100,123,undirected,1
100,281,undirected,1
101,258,undirected,1
101,171,undirected,1
101,136,undirected,1
101,395,undirected,1
101,269,undirected,1
101,270,undirected,1
101,271,undirected,1
101,407,undirected,1
101,152,undirected,1
101,281,undirected,1
101,538,undirected,1
101,363,undirected,1
101,544,undirected,1
101,418,undirected,1
101,291,undirected,1
101,164,undirected,1
101,549,undirected,1
101,427,undirected,1
101,433,undirected,1
101,310,undirected,1
101,311,undirected,1
101,569,undirected,1
101,576,undirected,1
101,451,undirected,1
101,456,undirected,1
101,204,undirected,1
101,333,undirected,1
101,206,undirected,1
101,335,undirected,1
101,465,undirected,1
101,547,undirected,1
101,340,undirected,1
101,472,undirected,1
101,347,undirected,1
101,478,undirected,1
101,209,undirected,1
101,535,undirected,1
101,359,undirected,1
101,468,undirected,1
101,366,undirected,1
101,242,undirected,1
101,505,undirected,1
101,250,undirected,1
101,510,undirected,1
102,515,undirected,1
102,519,undirected,1
102,267,undirected,1
102,396,undirected,1
102,143,undirected,1
102,408,undirected,1
102,149,undirected,1
102,407,undirected,1
102,152,undirected,1
102,540,undirected,1
102,285,undirected,1
102,546,undirected,1
102,548,undirected,1
102,422,undirected,1
102,295,undirected,1
102,558,undirected,1
102,175,undirected,1
102,180,undirected,1
102,567,undirected,1
102,312,undirected,1
102,189,undirected,1
102,575,undirected,1
102,123,undirected,1
102,450,undirected,1
102,579,undirected,1
102,327,undirected,1
102,332,undirected,1
102,331,undirected,1
102,460,undirected,1
102,205,undirected,1
102,463,undirected,1
102,568,undirected,1
102,271,undirected,1
102,343,undirected,1
102,473,undirected,1
102,399,undirected,1
102,250,undirected,1
102,479,undirected,1
102,352,undirected,1
102,227,undirected,1
102,472,undirected,1
102,209,undirected,1
102,362,undirected,1
102,363,undirected,1
102,492,undirected,1
102,481,undirected,1
102,501,undirected,1
102,502,undirected,1
102,505,undirected,1
102,378,undirected,1
102,251,undirected,1
102,124,undirected,1
102,533,undirected,1
103,544,undirected,1
103,578,undirected,1
103,389,undirected,1
103,207,undirected,1
103,242,undirected,1
103,403,undirected,1
103,245,undirected,1
103,406,undirected,1
103,473,undirected,1
103,431,undirected,1
104,289,undirected,1
104,547,undirected,1
104,324,undirected,1
104,545,undirected,1
104,360,undirected,1
104,269,undirected,1
104,398,undirected,1
104,397,undirected,1
104,270,undirected,1
104,278,undirected,1
104,154,undirected,1
104,245,undirected,1
105,320,undirected,1
105,289,undirected,1
105,451,undirected,1
105,485,undirected,1
105,360,undirected,1
105,236,undirected,1
105,278,undirected,1
105,568,undirected,1
105,250,undirected,1
105,127,undirected,1
106,262,undirected,1
106,391,undirected,1
106,535,undirected,1
106,152,undirected,1
106,411,undirected,1
106,161,undirected,1
106,419,undirected,1
106,423,undirected,1
106,296,undirected,1
106,553,undirected,1
106,554,undirected,1
106,171,undirected,1
106,303,undirected,1
106,187,undirected,1
106,317,undirected,1
106,575,undirected,1
106,325,undirected,1
106,199,undirected,1
106,588,undirected,1
106,464,undirected,1
106,211,undirected,1
106,341,undirected,1
106,441,undirected,1
106,603,undirected,1
106,348,undirected,1
106,222,undirected,1
106,607,undirected,1
106,352,undirected,1
106,234,undirected,1
106,235,undirected,1
106,366,undirected,1
106,496,undirected,1
106,417,undirected,1
106,595,undirected,1
106,126,undirected,1
106,122,undirected,1
106,254,undirected,1
106,511,undirected,1
107,256,undirected,1
107,473,undirected,1
107,519,undirected,1
107,393,undirected,1
107,523,undirected,1
107,237,undirected,1
107,272,undirected,1
107,278,undirected,1
107,407,undirected,1
107,410,undirected,1
107,157,undirected,1
107,544,undirected,1
107,161,undirected,1
107,418,undirected,1
107,291,undirected,1
107,164,undirected,1
107,421,undirected,1
107,422,undirected,1
107,295,undirected,1
107,430,undirected,1
107,285,undirected,1
107,306,undirected,1
107,309,undirected,1
107,310,undirected,1
107,183,undirected,1
107,319,undirected,1
107,577,undirected,1
107,450,undirected,1
107,326,undirected,1
107,289,undirected,1
107,205,undirected,1
107,463,undirected,1
107,209,undirected,1
107,211,undirected,1
107,212,undirected,1
107,215,undirected,1
107,472,undirected,1
107,601,undirected,1
107,228,undirected,1
107,550,undirected,1
107,487,undirected,1
107,491,undirected,1
107,365,undirected,1
107,371,undirected,1
107,502,undirected,1
107,375,undirected,1
107,250,undirected,1
107,379,undirected,1
107,511,undirected,1
108,257,undirected,1
108,513,undirected,1
108,272,undirected,1
108,145,undirected,1
108,148,undirected,1
108,291,undirected,1
108,549,undirected,1
108,550,undirected,1
108,168,undirected,1
108,554,undirected,1
108,519,undirected,1
108,172,undirected,1
108,557,undirected,1
108,430,undirected,1
108,201,undirected,1
108,440,undirected,1
108,442,undirected,1
108,572,undirected,1
108,191,undirected,1
108,449,undirected,1
108,197,undirected,1
108,454,undirected,1
108,455,undirected,1
108,329,undirected,1
108,459,undirected,1
108,582,undirected,1
108,526,undirected,1
108,482,undirected,1
108,124,undirected,1
108,234,undirected,1
108,493,undirected,1
108,497,undirected,1
108,116,undirected,1
108,268,undirected,1
108,122,undirected,1
108,319,undirected,1
108,508,undirected,1
109,258,undirected,1
109,519,undirected,1
109,394,undirected,1
109,396,undirected,1
109,270,undirected,1
109,143,undirected,1
109,146,undirected,1
109,533,undirected,1
109,285,undirected,1
109,289,undirected,1
109,422,undirected,1
109,295,undirected,1
109,443,undirected,1
109,188,undirected,1
109,331,undirected,1
109,205,undirected,1
109,206,undirected,1
109,209,undirected,1
109,472,undirected,1
109,218,undirected,1
109,487,undirected,1
109,490,undirected,1
109,502,undirected,1
109,250,undirected,1
110,139,undirected,1
110,324,undirected,1
110,278,undirected,1
110,331,undirected,1
110,398,undirected,1
110,143,undirected,1
110,146,undirected,1
110,467,undirected,1
110,598,undirected,1
110,120,undirected,1
110,250,undirected,1
111,194,undirected,1
111,547,undirected,1
111,389,undirected,1
111,499,undirected,1
111,214,undirected,1
112,278,undirected,1
112,139,undirected,1
112,271,undirected,1
112,146,undirected,1
112,406,undirected,1
112,408,undirected,1
112,297,undirected,1
112,554,undirected,1
112,427,undirected,1
112,556,undirected,1
112,563,undirected,1
112,315,undirected,1
112,205,undirected,1
112,591,undirected,1
112,598,undirected,1
112,228,undirected,1
112,114,undirected,1
112,118,undirected,1
112,511,undirected,1
113,384,undirected,1
113,257,undirected,1
113,261,undirected,1
113,518,undirected,1
113,392,undirected,1
113,397,undirected,1
113,157,undirected,1
113,389,undirected,1
113,560,undirected,1
113,549,undirected,1
113,295,undirected,1
113,299,undirected,1
113,300,undirected,1
113,179,undirected,1
113,309,undirected,1
113,575,undirected,1
113,245,undirected,1
113,197,undirected,1
113,481,undirected,1
113,460,undirected,1
113,207,undirected,1
113,208,undirected,1
113,210,undirected,1
113,213,undirected,1
113,176,undirected,1
113,591,undirected,1
113,609,undirected,1
113,360,undirected,1
113,488,undirected,1
113,242,undirected,1
113,243,undirected,1
113,501,undirected,1
113,118,undirected,1
113,119,undirected,1
113,505,undirected,1
113,250,undirected,1
113,251,undirected,1
113,254,undirected,1
113,511,undirected,1
114,258,undirected,1
114,262,undirected,1
114,264,undirected,1
114,532,undirected,1
114,538,undirected,1
114,412,undirected,1
114,416,undirected,1
114,419,undirected,1
114,172,undirected,1
114,184,undirected,1
114,314,undirected,1
114,443,undirected,1
114,193,undirected,1
114,322,undirected,1
114,195,undirected,1
114,326,undirected,1
114,204,undirected,1
114,598,undirected,1
114,218,undirected,1
114,222,undirected,1
114,358,undirected,1
114,366,undirected,1
114,385,undirected,1
114,116,undirected,1
114,503,undirected,1
114,123,undirected,1
115,384,undirected,1
115,516,undirected,1
115,390,undirected,1
115,138,undirected,1
115,523,undirected,1
115,396,undirected,1
115,398,undirected,1
115,143,undirected,1
115,147,undirected,1
115,154,undirected,1
115,289,undirected,1
115,295,undirected,1
115,556,undirected,1
115,558,undirected,1
115,433,undirected,1
115,564,undirected,1
115,310,undirected,1
115,320,undirected,1
115,338,undirected,1
115,214,undirected,1
115,345,undirected,1
115,271,undirected,1
115,358,undirected,1
115,237,undirected,1
115,366,undirected,1
115,250,undirected,1
115,123,undirected,1
116,261,undirected,1
116,395,undirected,1
116,143,undirected,1
116,407,undirected,1
116,408,undirected,1
116,537,undirected,1
116,538,undirected,1
116,155,undirected,1
116,547,undirected,1
116,549,undirected,1
116,422,undirected,1
116,556,undirected,1
116,184,undirected,1
116,194,undirected,1
116,504,undirected,1
116,250,undirected,1
116,123,undirected,1
116,508,undirected,1
116,127,undirected,1
117,518,undirected,1
117,401,undirected,1
117,403,undirected,1
117,278,undirected,1
117,282,undirected,1
117,291,undirected,1
117,421,undirected,1
117,550,undirected,1
117,556,undirected,1
117,175,undirected,1
117,571,undirected,1
117,188,undirected,1
117,189,undirected,1
117,450,undirected,1
117,581,undirected,1
117,459,undirected,1
117,460,undirected,1
117,209,undirected,1
117,338,undirected,1
117,343,undirected,1
117,472,undirected,1
117,359,undirected,1
117,378,undirected,1
117,383,undirected,1
117,511,undirected,1
118,512,undirected,1
118,513,undirected,1
118,531,undirected,1
118,533,undirected,1
118,534,undirected,1
118,517,undirected,1
118,544,undirected,1
118,565,undirected,1
118,609,undirected,1
118,566,undirected,1
118,119,undirected,1
118,122,undirected,1
118,133,undirected,1
118,135,undirected,1
118,137,undirected,1
118,145,undirected,1
118,155,undirected,1
118,538,undirected,1
118,168,undirected,1
118,172,undirected,1
118,179,undirected,1
118,185,undirected,1
118,207,undirected,1
118,214,undirected,1
118,225,undirected,1
118,228,undirected,1
118,236,undirected,1
118,237,undirected,1
118,251,undirected,1
118,252,undirected,1
118,253,undirected,1
118,256,undirected,1
118,258,undirected,1
118,265,undirected,1
118,267,undirected,1
118,277,undirected,1
118,284,undirected,1
118,304,undirected,1
118,312,undirected,1
118,323,undirected,1
118,325,undirected,1
118,338,undirected,1
118,344,undirected,1
118,349,undirected,1
118,350,undirected,1
118,351,undirected,1
118,355,undirected,1
118,361,undirected,1
118,382,undirected,1
118,402,undirected,1
118,407,undirected,1
118,408,undirected,1
118,415,undirected,1
118,421,undirected,1
118,422,undirected,1
118,423,undirected,1
118,427,undirected,1
118,430,undirected,1
118,435,undirected,1
118,436,undirected,1
118,437,undirected,1
118,438,undirected,1
118,440,undirected,1
118,444,undirected,1
118,445,undirected,1
118,446,undirected,1
118,452,undirected,1
118,454,undirected,1
118,472,undirected,1
118,479,undirected,1
118,504,undirected,1
118,508,undirected,1
118,511,undirected,1
119,384,undirected,1
119,257,undirected,1
119,130,undirected,1
119,516,undirected,1
119,444,undirected,1
119,172,undirected,1
119,531,undirected,1
119,276,undirected,1
119,283,undirected,1
119,158,undirected,1
119,544,undirected,1
119,545,undirected,1
119,155,undirected,1
119,421,undirected,1
119,422,undirected,1
119,429,undirected,1
119,174,undirected,1
119,440,undirected,1
119,315,undirected,1
119,572,undirected,1
119,191,undirected,1
119,193,undirected,1
119,310,undirected,1
119,458,undirected,1
119,568,undirected,1
119,340,undirected,1
119,442,undirected,1
119,225,undirected,1
119,228,undirected,1
119,358,undirected,1
119,188,undirected,1
119,236,undirected,1
119,281,undirected,1
119,373,undirected,1
119,374,undirected,1
119,375,undirected,1
119,121,undirected,1
119,250,undirected,1
119,507,undirected,1
119,508,undirected,1
119,383,undirected,1
120,513,undirected,1
120,386,undirected,1
120,515,undirected,1
120,133,undirected,1
120,262,undirected,1
120,391,undirected,1
120,144,undirected,1
120,149,undirected,1
120,408,undirected,1
120,155,undirected,1
120,412,undirected,1
120,287,undirected,1
120,283,undirected,1
120,399,undirected,1
120,166,undirected,1
120,297,undirected,1
120,170,undirected,1
120,176,undirected,1
120,178,undirected,1
120,310,undirected,1
120,560,undirected,1
120,312,undirected,1
120,441,undirected,1
120,187,undirected,1
120,572,undirected,1
120,450,undirected,1
120,323,undirected,1
120,438,undirected,1
120,201,undirected,1
120,464,undirected,1
120,593,undirected,1
120,339,undirected,1
120,212,undirected,1
120,213,undirected,1
120,540,undirected,1
120,216,undirected,1
120,603,undirected,1
120,606,undirected,1
120,353,undirected,1
120,484,undirected,1
120,423,undirected,1
120,493,undirected,1
120,368,undirected,1
120,369,undirected,1
120,472,undirected,1
120,246,undirected,1
120,233,undirected,1
120,332,undirected,1
120,566,undirected,1
120,351,undirected,1
120,252,undirected,1
120,253,undirected,1
120,382,undirected,1
121,384,undirected,1
121,388,undirected,1
121,396,undirected,1
121,143,undirected,1
121,401,undirected,1
121,146,undirected,1
121,533,undirected,1
121,407,undirected,1
121,537,undirected,1
121,285,undirected,1
121,164,undirected,1
121,549,undirected,1
121,422,undirected,1
121,295,undirected,1
121,556,undirected,1
121,430,undirected,1
121,306,undirected,1
121,315,undirected,1
121,450,undirected,1
121,456,undirected,1
121,207,undirected,1
121,338,undirected,1
121,211,undirected,1
121,472,undirected,1
121,478,undirected,1
121,225,undirected,1
121,228,undirected,1
121,360,undirected,1
121,236,undirected,1
121,365,undirected,1
121,502,undirected,1
121,375,undirected,1
121,248,undirected,1
122,516,undirected,1
122,518,undirected,1
122,394,undirected,1
122,146,undirected,1
122,538,undirected,1
122,291,undirected,1
122,421,undirected,1
122,168,undirected,1
122,297,undirected,1
122,175,undirected,1
122,437,undirected,1
122,568,undirected,1
122,578,undirected,1
122,502,undirected,1
122,459,undirected,1
122,207,undirected,1
122,338,undirected,1
122,345,undirected,1
122,228,undirected,1
122,251,undirected,1
123,513,undirected,1
123,259,undirected,1
123,262,undirected,1
123,136,undirected,1
123,265,undirected,1
123,267,undirected,1
123,527,undirected,1
123,401,undirected,1
123,532,undirected,1
123,149,undirected,1
123,278,undirected,1
123,281,undirected,1
123,291,undirected,1
123,293,undirected,1
123,550,undirected,1
123,423,undirected,1
123,172,undirected,1
123,564,undirected,1
123,568,undirected,1
123,185,undirected,1
123,188,undirected,1
123,556,undirected,1
123,320,undirected,1
123,450,undirected,1
123,452,undirected,1
123,584,undirected,1
123,457,undirected,1
123,592,undirected,1
123,337,undirected,1
123,338,undirected,1
123,468,undirected,1
123,342,undirected,1
123,345,undirected,1
123,604,undirected,1
123,225,undirected,1
123,485,undirected,1
123,316,undirected,1
123,237,undirected,1
123,502,undirected,1
123,253,undirected,1
123,510,undirected,1
124,516,undirected,1
124,518,undirected,1
124,143,undirected,1
124,402,undirected,1
124,147,undirected,1
124,254,undirected,1
124,535,undirected,1
124,409,undirected,1
124,287,undirected,1
124,291,undirected,1
124,303,undirected,1
124,306,undirected,1
124,439,undirected,1
124,568,undirected,1
124,583,undirected,1
124,459,undirected,1
124,207,undirected,1
124,440,undirected,1
124,338,undirected,1
124,213,undirected,1
124,598,undirected,1
124,345,undirected,1
124,604,undirected,1
124,481,undirected,1
124,444,undirected,1
124,493,undirected,1
124,168,undirected,1
124,371,undirected,1
124,245,undirected,1
124,609,undirected,1
124,250,undirected,1
124,530,undirected,1
124,253,undirected,1
124,510,undirected,1
124,383,undirected,1
125,577,undirected,1
125,164,undirected,1
125,327,undirected,1
125,360,undirected,1
125,458,undirected,1
125,427,undirected,1
125,529,undirected,1
125,530,undirected,1
125,147,undirected,1
125,501,undirected,1
125,250,undirected,1
125,316,undirected,1
125,554,undirected,1
126,258,undirected,1
126,259,undirected,1
126,529,undirected,1
126,146,undirected,1
126,515,undirected,1
126,533,undirected,1
126,537,undirected,1
126,159,undirected,1
126,548,undirected,1
126,550,undirected,1
126,557,undirected,1
126,430,undirected,1
126,435,undirected,1
126,309,undirected,1
126,180,undirected,1
126,315,undirected,1
126,190,undirected,1
126,449,undirected,1
126,450,undirected,1
126,196,undirected,1
126,581,undirected,1
126,460,undirected,1
126,210,undirected,1
126,341,undirected,1
126,472,undirected,1
126,228,undirected,1
126,487,undirected,1
126,365,undirected,1
126,501,undirected,1
126,502,undirected,1
126,250,undirected,1
126,383,undirected,1
126,252,undirected,1
126,511,undirected,1
127,518,undirected,1
127,265,undirected,1
127,528,undirected,1
127,153,undirected,1
127,418,undirected,1
127,422,undirected,1
127,168,undirected,1
127,169,undirected,1
127,434,undirected,1
127,560,undirected,1
127,563,undirected,1
127,437,undirected,1
127,309,undirected,1
127,577,undirected,1
127,581,undirected,1
127,582,undirected,1
127,204,undirected,1
127,462,undirected,1
127,339,undirected,1
127,217,undirected,1
127,479,undirected,1
127,352,undirected,1
127,354,undirected,1
127,355,undirected,1
127,490,undirected,1
127,239,undirected,1
127,502,undirected,1
127,247,undirected,1
128,392,undirected,1
128,144,undirected,1
128,403,undirected,1
128,416,undirected,1
128,423,undirected,1
128,310,undirected,1
128,441,undirected,1
128,451,undirected,1
128,331,undirected,1
128,206,undirected,1
128,337,undirected,1
128,222,undirected,1
128,351,undirected,1
128,228,undirected,1
128,490,undirected,1
128,246,undirected,1
128,253,undirected,1
128,383,undirected,1
129,258,undirected,1
129,523,undirected,1
129,531,undirected,1
129,407,undirected,1
129,289,undirected,1
129,162,undirected,1
129,299,undirected,1
129,194,undirected,1
129,327,undirected,1
129,207,undirected,1
129,208,undirected,1
129,209,undirected,1
129,472,undirected,1
129,421,undirected,1
129,231,undirected,1
129,360,undirected,1
129,496,undirected,1
129,243,undirected,1
129,511,undirected,1
130,256,undirected,1
130,390,undirected,1
130,519,undirected,1
130,393,undirected,1
130,528,undirected,1
130,401,undirected,1
130,147,undirected,1
130,276,undirected,1
130,279,undirected,1
130,283,undirected,1
130,540,undirected,1
130,542,undirected,1
130,601,undirected,1
130,418,undirected,1
130,164,undirected,1
130,326,undirected,1
130,422,undirected,1
130,168,undirected,1
130,430,undirected,1
130,431,undirected,1
130,435,undirected,1
130,309,undirected,1
130,183,undirected,1
130,312,undirected,1
130,443,undirected,1
130,445,undirected,1
130,193,undirected,1
130,523,undirected,1
130,325,undirected,1
130,454,undirected,1
130,585,undirected,1
130,460,undirected,1
130,463,undirected,1
130,338,undirected,1
130,211,undirected,1
130,212,undirected,1
130,215,undirected,1
130,479,undirected,1
130,550,undirected,1
130,493,undirected,1
130,366,undirected,1
130,497,undirected,1
130,375,undirected,1
130,510,undirected,1
130,255,undirected,1
131,518,undirected,1
131,392,undirected,1
131,523,undirected,1
131,526,undirected,1
131,291,undirected,1
131,171,undirected,1
131,557,undirected,1
131,310,undirected,1
131,442,undirected,1
131,446,undirected,1
131,191,undirected,1
131,324,undirected,1
131,353,undirected,1
131,397,undirected,1
131,338,undirected,1
131,591,undirected,1
131,609,undirected,1
131,485,undirected,1
131,363,undirected,1
131,373,undirected,1
131,505,undirected,1
131,253,undirected,1
131,264,undirected,1
131,383,undirected,1
132,576,undirected,1
132,257,undirected,1
132,548,undirected,1
132,549,undirected,1
132,545,undirected,1
132,439,undirected,1
132,498,undirected,1
132,530,undirected,1
132,403,undirected,1
132,568,undirected,1
133,259,undirected,1
133,390,undirected,1
133,135,undirected,1
133,396,undirected,1
133,401,undirected,1
133,149,undirected,1
133,408,undirected,1
133,542,undirected,1
133,287,undirected,1
133,422,undirected,1
133,519,undirected,1
133,567,undirected,1
133,443,undirected,1
133,575,undirected,1
133,439,undirected,1
133,205,undirected,1
133,345,undirected,1
133,350,undirected,1
133,487,undirected,1
133,236,undirected,1
133,365,undirected,1
133,467,undirected,1
133,383,undirected,1
133,252,undirected,1
133,509,undirected,1
133,510,undirected,1
133,533,undirected,1
134,384,undirected,1
134,393,undirected,1
134,528,undirected,1
134,149,undirected,1
134,152,undirected,1
134,283,undirected,1
134,412,undirected,1
134,287,undirected,1
134,418,undirected,1
134,326,undirected,1
134,558,undirected,1
134,431,undirected,1
134,568,undirected,1
134,195,undirected,1
134,325,undirected,1
134,454,undirected,1
134,463,undirected,1
134,464,undirected,1
134,465,undirected,1
134,212,undirected,1
134,341,undirected,1
134,164,undirected,1
134,540,undirected,1
134,351,undirected,1
134,505,undirected,1
135,576,undirected,1
135,515,undirected,1
135,228,undirected,1
135,204,undirected,1
135,138,undirected,1
135,459,undirected,1
135,556,undirected,1
135,397,undirected,1
135,421,undirected,1
135,209,undirected,1
135,338,undirected,1
135,547,undirected,1
135,533,undirected,1
135,278,undirected,1
135,439,undirected,1
135,184,undirected,1
135,250,undirected,1
135,511,undirected,1
136,258,undirected,1
136,516,undirected,1
136,137,undirected,1
136,268,undirected,1
136,270,undirected,1
136,146,undirected,1
136,533,undirected,1
136,151,undirected,1
136,537,undirected,1
136,544,undirected,1
136,289,undirected,1
136,164,undirected,1
136,563,undirected,1
136,568,undirected,1
136,315,undirected,1
136,579,undirected,1
136,206,undirected,1
136,210,undirected,1
136,218,undirected,1
136,478,undirected,1
136,571,undirected,1
136,491,undirected,1
136,366,undirected,1
136,252,undirected,1
136,383,undirected,1
137,576,undirected,1
137,481,undirected,1
137,451,undirected,1
137,324,undirected,1
137,518,undirected,1
137,521,undirected,1
137,139,undirected,1
137,206,undirected,1
137,392,undirected,1
137,499,undirected,1
137,341,undirected,1
137,408,undirected,1
137,558,undirected,1
137,151,undirected,1
137,574,undirected,1
138,384,undirected,1
138,387,undirected,1
138,391,undirected,1
138,307,undirected,1
138,267,undirected,1
138,140,undirected,1
138,403,undirected,1
138,287,undirected,1
138,290,undirected,1
138,552,undirected,1
138,428,undirected,1
138,434,undirected,1
138,195,undirected,1
138,330,undirected,1
138,593,undirected,1
138,469,undirected,1
138,377,undirected,1
138,216,undirected,1
138,220,undirected,1
138,442,undirected,1
138,351,undirected,1
138,610,undirected,1
138,230,undirected,1
138,370,undirected,1
138,244,undirected,1
138,246,undirected,1
138,596,undirected,1
138,509,undirected,1
138,254,undirected,1
139,519,undirected,1
139,396,undirected,1
139,527,undirected,1
139,276,undirected,1
139,494,undirected,1
139,218,undirected,1
139,158,undirected,1
139,161,undirected,1
139,546,undirected,1
139,294,undirected,1
139,559,undirected,1
139,563,undirected,1
139,350,undirected,1
139,524,undirected,1
139,597,undirected,1
139,215,undirected,1
139,217,undirected,1
139,602,undirected,1
139,478,undirected,1
139,607,undirected,1
139,228,undirected,1
139,422,undirected,1
139,364,undirected,1
139,496,undirected,1
139,372,undirected,1
139,366,undirected,1
139,375,undirected,1
139,377,undirected,1
139,511,undirected,1
140,397,undirected,1
141,289,undirected,1
141,545,undirected,1
141,146,undirected,1
141,498,undirected,1
141,245,undirected,1
141,406,undirected,1
141,568,undirected,1
141,250,undirected,1
141,530,undirected,1
141,506,undirected,1
142,256,undirected,1
142,384,undirected,1
142,390,undirected,1
142,264,undirected,1
142,393,undirected,1
142,268,undirected,1
142,270,undirected,1
142,399,undirected,1
142,533,undirected,1
142,408,undirected,1
142,285,undirected,1
142,416,undirected,1
142,421,undirected,1
142,166,undirected,1
142,168,undirected,1
142,554,undirected,1
142,172,undirected,1
142,521,undirected,1
142,312,undirected,1
142,187,undirected,1
142,444,undirected,1
142,556,undirected,1
142,196,undirected,1
142,581,undirected,1
142,585,undirected,1
142,331,undirected,1
142,206,undirected,1
142,568,undirected,1
142,338,undirected,1
142,341,undirected,1
142,601,undirected,1
142,346,undirected,1
142,606,undirected,1
142,363,undirected,1
142,492,undirected,1
142,466,undirected,1
142,382,undirected,1
142,511,undirected,1
143,512,undirected,1
143,235,undirected,1
143,321,undirected,1
143,265,undirected,1
143,530,undirected,1
143,533,undirected,1
143,535,undirected,1
143,536,undirected,1
143,559,undirected,1
143,538,undirected,1
143,283,undirected,1
143,541,undirected,1
143,507,undirected,1
143,155,undirected,1
143,476,undirected,1
143,173,undirected,1
143,303,undirected,1
143,178,undirected,1
143,179,undirected,1
143,181,undirected,1
143,439,undirected,1
143,312,undirected,1
143,313,undirected,1
143,314,undirected,1
143,443,undirected,1
143,316,undirected,1
143,565,undirected,1
143,577,undirected,1
143,578,undirected,1
143,267,undirected,1
143,310,undirected,1
143,455,undirected,1
143,458,undirected,1
143,463,undirected,1
143,419,undirected,1
143,220,undirected,1
143,470,undirected,1
143,344,undirected,1
143,345,undirected,1
143,346,undirected,1
143,348,undirected,1
143,411,undirected,1
143,227,undirected,1
143,485,undirected,1
143,359,undirected,1
143,444,undirected,1
143,234,undirected,1
143,566,undirected,1
143,368,undirected,1
143,497,undirected,1
143,373,undirected,1
143,375,undirected,1
143,553,undirected,1
143,379,undirected,1
143,405,undirected,1
144,258,undirected,1
144,537,undirected,1
144,538,undirected,1
144,154,undirected,1
144,547,undirected,1
144,548,undirected,1
144,299,undirected,1
144,568,undirected,1
144,571,undirected,1
144,188,undirected,1
144,575,undirected,1
144,459,undirected,1
144,209,undirected,1
144,598,undirected,1
144,473,undirected,1
144,360,undirected,1
144,371,undirected,1
144,375,undirected,1
144,505,undirected,1
145,384,undirected,1
145,516,undirected,1
145,268,undirected,1
145,270,undirected,1
145,272,undirected,1
145,401,undirected,1
145,146,undirected,1
145,533,undirected,1
145,409,undirected,1
145,416,undirected,1
145,291,undirected,1
145,548,undirected,1
145,421,undirected,1
145,424,undirected,1
145,427,undirected,1
145,556,undirected,1
145,563,undirected,1
145,564,undirected,1
145,450,undirected,1
145,456,undirected,1
145,341,undirected,1
145,164,undirected,1
145,346,undirected,1
145,479,undirected,1
145,228,undirected,1
145,359,undirected,1
145,369,undirected,1
145,503,undirected,1
145,504,undirected,1
145,511,undirected,1
146,512,undirected,1
146,515,undirected,1
146,534,undirected,1
